identifier,section,parameter,value
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5816.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5816.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5818.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5818.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5820.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5820.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5822.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5822.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5824.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5824.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5826.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5826.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5828.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5828.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5830.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5830.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5832.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5832.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5834.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5834.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 396_5836.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/396_5836.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5810.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5812.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5812.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5814.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5814.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5816.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5816.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5818.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5818.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5820.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5820.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5822.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5822.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5824.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5824.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5826.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5826.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5828.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5828.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5830.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5830.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5832.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5832.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 398_5834.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/398_5834.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5804.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5804.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5810.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5812.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5812.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5814.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5814.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5816.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5816.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5818.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5818.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5820.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5820.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5822.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5822.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5824.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5824.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5826.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5826.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5828.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5828.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 400_5832.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/400_5832.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5804.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5804.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5810.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5812.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5812.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5814.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5814.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5816.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5816.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5818.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5818.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5820.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5820.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5822.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5822.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5824.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5824.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 402_5826.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/402_5826.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5802.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5802.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5804.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5804.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5810.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5812.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5812.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5814.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5814.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5816.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5816.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5818.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5818.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5820.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5820.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5822.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5822.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 404_5824.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/404_5824.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5798.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5798.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5800.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5800.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5802.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5802.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5804.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5804.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5810.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5812.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5812.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5814.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5814.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5816.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5816.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5818.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5818.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5820.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5820.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 406_5822.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/406_5822.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5798.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5798.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5800.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5800.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5802.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5802.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5804.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5804.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5810.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5812.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5812.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5814.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5814.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5818.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5818.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 408_5820.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/408_5820.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 410_5802.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/410_5802.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 410_5804.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/410_5804.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 410_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/410_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 410_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/410_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 410_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/410_5810.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 410_5812.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/410_5812.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 410_5814.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/410_5814.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 412_5804.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/412_5804.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 412_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/412_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 412_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/412_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 412_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/412_5810.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 412_5812.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/412_5812.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 414_5806.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/414_5806.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 414_5808.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/414_5808.zip
"
K.k_dom@senstadt,Direkter Download des Datensatzes,ATKIS® DOM 414_5810.zip,"
https://fbinter.stadt-berlin.de/fb/atom/bDOM1/414_5810.zip
"
K.k_bezirkskarte_re@senstadt,Bezirkskarte Reinickendorf 1:20 000,Kurzbeschreibung,Topografische Karte des Bezirks Reinickendorf im Maßstab 1:20 000
K.k_bezirkskarte_re@senstadt,Bezirkskarte Reinickendorf 1:20 000,Koordinatensysteme,EPSG:25833
K.k_bezirkskarte_re@senstadt,Bezirkskarte Reinickendorf 1:20 000,Grafikformate,image/tiff
K.k_bezirkskarte_re@senstadt,Bezirkskarte Reinickendorf 1:20 000,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_bezirkskarte_re@senstadt,Bezirkskarte Reinickendorf 1:20 000,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_bezirkskarte_re@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_bezirkskarte_re
K.k_bezirkskarte_re@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k_bezirkskarte_re@senstadt,Technische Angaben,Version,1.0
K.k_bezirkskarte_re@senstadt,Direkter Download des Datensatzes,Bezirkskarte Reinickendorf,"
https://fbinter.stadt-berlin.de/fb/atom/Bezirke/Bez_Rdrf.zip
"
K.k_bezirkskarte_sp@senstadt,Bezirkskarte Spandau 1:10 000,Kurzbeschreibung,Farbige Bezirkskarte im Maßstab 1:10 000 mit zahlreichen Informationen zur Infrastruktur des Bezirkes.
K.k_bezirkskarte_sp@senstadt,Bezirkskarte Spandau 1:10 000,Koordinatensysteme,EPSG:25833
K.k_bezirkskarte_sp@senstadt,Bezirkskarte Spandau 1:10 000,Grafikformate,image/tiff
K.k_bezirkskarte_sp@senstadt,Bezirkskarte Spandau 1:10 000,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_bezirkskarte_sp@senstadt,Bezirkskarte Spandau 1:10 000,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_bezirkskarte_sp@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_bezirkskarte_sp
K.k_bezirkskarte_sp@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k_bezirkskarte_sp@senstadt,Technische Angaben,Version,1.0
K.k_bezirkskarte_sp@senstadt,Direkter Download des Datensatzes,Bezirkskarte Spandau,"
https://fbinter.stadt-berlin.de/fb/atom/Bezirke/Bez_Spandau.zip
"
K.LC_ALKIS@senstadt,Bodenbedeckung im INSPIRE-Datenmodell (ALKIS),Kurzbeschreibung,"Dargestellt ist die Bodenbedeckung auf der Ebene der Grundrissdaten des Liegenschaftskatasters. Sie sind durch Attribute des INSPIRE-Datenmodells ""Bodenbedeckung"" beschrieben."
K.LC_ALKIS@senstadt,Bodenbedeckung im INSPIRE-Datenmodell (ALKIS),Koordinatensysteme,EPSG:25833
K.LC_ALKIS@senstadt,Bodenbedeckung im INSPIRE-Datenmodell (ALKIS),Grafikformate,application/x-gmz
K.LC_ALKIS@senstadt,Bodenbedeckung im INSPIRE-Datenmodell (ALKIS),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.LC_ALKIS@senstadt,Bodenbedeckung im INSPIRE-Datenmodell (ALKIS),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.LC_ALKIS@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_LC_ALKIS
K.LC_ALKIS@senstadt,Technische Angaben,Standard,ATOM-Feed
K.LC_ALKIS@senstadt,Technische Angaben,Version,1.0
K.LC_ALKIS@senstadt,Direkter Download des Datensatzes,NA,"
https://fbinter.stadt-berlin.de/fb/atom/LC/LC_ALKIS.zip
"
K.k_luftbild2020_cir@senstadt,Digitale Color-Infrarot-Orthophotos 2020 (DOP20CIR) - Sommerbefliegung,Kurzbeschreibung,"Bei den Daten handelt es sich um farbige digitale Infrarot-Orthophotos (DOP20CIR) für das gesamte Berliner Stadtgebiet im Blattschnitt 2 km x 2 km, Bodenauflösung 0,20 Meter bei einer Lagegenauigkeit von +/- 0,4 Meter."
K.k_luftbild2020_cir@senstadt,Digitale Color-Infrarot-Orthophotos 2020 (DOP20CIR) - Sommerbefliegung,Koordinatensysteme,EPSG:25833
K.k_luftbild2020_cir@senstadt,Digitale Color-Infrarot-Orthophotos 2020 (DOP20CIR) - Sommerbefliegung,Grafikformate,"application/x-ecw, application/x-ecw/"
K.k_luftbild2020_cir@senstadt,Digitale Color-Infrarot-Orthophotos 2020 (DOP20CIR) - Sommerbefliegung,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild2020_cir@senstadt,Digitale Color-Infrarot-Orthophotos 2020 (DOP20CIR) - Sommerbefliegung,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild2020_cir@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_luftbild2020_cir
K.k_luftbild2020_cir@senstadt,Technische Angaben,Standard,ATOM-Feed
K.k_luftbild2020_cir@senstadt,Technische Angaben,Version,1.0
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Erläuterung,"
Blattschnittübersicht 2x2 Km
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Mitte,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/Mitte.zip
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Nord,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/Nord.zip
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Nordost,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/Nordost.zip
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Nordwest,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/Nordwest.zip
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Ost,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/Ost.zip
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Süd,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/Sued.zip
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Südost,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/Suedost.zip
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,Südwest,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/Suedwest.zip
"
K.k_luftbild2020_cir@senstadt,Direkter Download des Datensatzes,West,"
https://fbinter.stadt-berlin.de/fb/atom/DOP/dop20cir_2020/West.zip
"
K.k_luftbild2020_true_cir@senstadt,Digitale Color-Infrarot-TrueOrthophotos 2020 (TrueDOP20CIR) - Sommerbefliegung,Kurzbeschreibung,"Bei den Daten handelt es sich um farbige digitale Infrarot-TrueOrthophotos (TrueDOP20CIR) für das gesamte Berliner Stadtgebiet im Blattschnitt 2 km x 2 km, Bodenauflösung 0,20 Meter bei einer Lagegenauigkeit von +/- 0,4 Meter. Der Flughafen BER ist auch enthalten."
K.k_luftbild2020_true_cir@senstadt,Digitale Color-Infrarot-TrueOrthophotos 2020 (TrueDOP20CIR) - Sommerbefliegung,Koordinatensysteme,EPSG:25833
K.k_luftbild2020_true_cir@senstadt,Digitale Color-Infrarot-TrueOrthophotos 2020 (TrueDOP20CIR) - Sommerbefliegung,Grafikformate,"application/x-ecw, application/x-ecw/"
K.k_luftbild2020_true_cir@senstadt,Digitale Color-Infrarot-TrueOrthophotos 2020 (TrueDOP20CIR) - Sommerbefliegung,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_luftbild2020_true_cir@senstadt,Digitale Color-Infrarot-TrueOrthophotos 2020 (TrueDOP20CIR) - Sommerbefliegung,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_luftbild2020_true_cir@senstadt,Technische Angaben,ATOM-Feed-Url,https://fbinter.stadt-berlin.de/fb/feed/senstadt/a_luftbild2020_true_cir
